TARGET,X1,X2,X3,X4,X5
345.9,4351,4566,3686,8,A
303.5,3818,2088,2192,5,A
284.8,3582,2853,1752,6,A
305.2,3839,6396,2635,5,A
313.1,3938,7000,3728,8,A
316.7,3984,5529,2692,6,A
212.2,2669,4437,1053,4,A
318.5,4006,5295,2304,7,A
360.1,4530,4993,2742,8,A
305.6,3844,7159,2572,8,A
305.9,3848,3979,2237,7,A
316,3975,4574,4456,8,A
291.9,3672,4538,2190,7,A
363.8,4576,5325,1955,7,A
232.9,2929,3448,2132,5,A
339.7,4273,4993,2760,8,A
335.4,4219,10174,2910,7,A
353.1,4442,6664,2322,6,A
304.5,3830,4520,2105,6,A
308.2,3877,5229,2125,6,A
248.4,3124,3849,2360,4,A
329.2,4141,5004,3216,8,A
349.7,4399,4993,2510,7,A
265.3,3337,9421,2208,6,A
441.7,5556,6490,3592,7,B
337.7,4248,4976,2610,9,A
223.2,2807,3526,1654,7,A
259.6,3265,4462,2000,5,A
329.1,4140,5458,1776,6,A
294.5,3704,3801,2544,6,B
377.3,4746,4861,3836,6,C
371,4667,5995,2600,7,A
362,4553,8924,2655,7,A
330,4151,5763,3046,7,A
313,3937,6066,2371,6,A
274.7,3455,1999,1968,7,A
337.7,4248,5787,1992,9,A
277.8,3494,3936,3155,8,A
249.2,3134,4100,2454,5,A
249.3,3136,5248,2064,5,A
305.3,3840,3645,2576,8,A
348.5,4384,4239,3060,8,C
320.8,4035,5472,2296,7,A
410.9,5169,12305,2891,6,A
327,4113,6122,1896,6,A
378,4755,6645,2248,8,A
352.2,4430,5680,2640,7,A
300.7,3782,5832,2328,6,A
227.6,2863,3577,2967,7,A
292.9,3684,4287,2616,6,C
313.2,3940,3724,2796,6,A
363.1,4567,5478,2601,7,A
373.2,4694,5400,2432,6,A
383.8,4828,13100,3282,8,A
309.6,3894,8055,2184,5,A
350.2,4405,4212,2664,6,B
310.3,3903,4600,2204,6,A
284.9,3584,4736,2032,6,A
315.2,3965,4728,2695,7,C
385.2,4845,5478,2946,9,A
431.1,5423,4945,3898,7,B
311.6,3919,5031,2304,5,A
384.2,4833,8600,4459,7,A
356,4478,11962,1386,6,A
294.5,3704,4615,2304,6,A
383.3,4821,5478,3184,8,A
306.3,3853,6710,2232,6,A
349.4,4395,5049,2504,6,A
272.3,3425,4932,2304,6,A
242.8,3054,4108,2636,7,A
333.6,4196,8931,2367,6,A
371.2,4669,5563,2686,6,A
299.4,3766,4653,2304,6,A
309.7,3896,6398,2900,6,A
371.5,4673,11754,3045,6,A
498.8,6274,8449,6464,9,A
310.6,3907,4989,2528,6,A
308.8,3884,4691,2304,6,A
287.8,3620,3296,2634,6,A
337.6,4247,8749,2400,6,A
333.5,4195,5226,2128,7,A
300.6,3781,5043,2336,6,A
327.9,4124,3447,2096,7,C
316.7,3984,5229,2608,6,C
318.1,4001,4729,2304,6,A
337.6,4247,5022,2824,7,A
321.5,4044,5616,2664,7,B
267.2,3361,4998,2724,8,A
302.9,3810,4767,2460,6,A
242,3044,6750,1571,5,A
507.1,6379,10369,4519,9,B
358.9,4514,7554,3271,7,A
330.2,4153,7092,2778,7,A
290,3648,5304,2576,5,A
322.8,4060,6494,2674,5,A
278.6,3504,5980,2576,6,A
309.8,3897,10925,1645,4,A
325.6,4096,4351,3314,6,C
318.2,4002,5212,2544,6,A
300.9,3785,7493,2232,5,A
271.8,3419,3480,2208,4,A
263,3308,3642,1896,5,A
488.2,6141,11845,3932,8,C
338.7,4260,7974,1985,7,A
317.3,3991,5395,2794,5,A
351.4,4420,10690,3539,6,A
306.9,3860,7540,2029,5,A
424.5,5340,8021,2624,7,A
308.5,3880,5382,2576,6,A
343.4,4319,7366,2202,8,A
374.8,4714,11425,3130,6,C
258.8,3255,4063,2168,5,A
297,3736,3611,2307,6,A
259.3,3261,3175,2684,5,A
265.3,3337,4770,1758,4,A
297.6,3743,3596,2230,6,A
402.9,5068,5442,3838,8,B
268.9,3382,7630,1376,4,A
385.5,4849,4743,4247,7,C
265.6,3341,4297,2152,5,A
263.1,3309,3767,2548,5,C
257.7,3241,4830,1912,5,C
347.4,4370,6990,2689,5,C
290.1,3649,4275,2019,6,A
332.7,4185,4653,2103,7,B
285.8,3595,5090,2249,6,A
284.3,3576,3965,2130,5,A
261.6,3290,2837,1704,5,A
269.8,3394,3438,2516,6,C
354.3,4457,4509,2594,7,A
339.2,4267,3002,2268,7,A
339.2,4267,8075,2840,7,A
351.8,4425,6887,3668,6,A
298.5,3755,5350,1908,5,C
479.2,6028,7162,4941,9,C
293.5,3692,6330,2319,5,A
438.8,5520,4405,2976,6,A
263.2,3311,3322,2820,5,A
282.9,3558,5102,2328,6,B
264.2,3323,4020,1844,6,A
263.4,3313,5380,2450,6,A
304.3,3828,4063,2322,5,A
331,4163,6020,3091,6,A
309.3,3890,6887,2604,7,A
335.7,4223,5730,3376,10,C
293.3,3689,4763,3027,7,A
322.2,4053,3245,2070,6,C
290.2,3650,3872,1704,6,A
323.7,4072,4003,2796,6,A
502.3,6318,10960,4167,10,B
317,3987,5999,2552,9,A
338.8,4262,5850,2322,7,A
276.4,3477,6037,925,5,A
276.8,3482,5789,1894,5,A
298.7,3757,4750,2954,6,A
315.8,3972,7088,2524,6,A
300.8,3784,3920,2560,6,A
362.2,4556,5512,2768,9,A
252.9,3181,3168,2254,7,A
347.9,4376,6220,2781,6,A
381,4792,10120,2740,7,B
427.2,5374,10190,3485,8,B
305.2,3839,3944,2800,5,A
352.4,4433,5850,2258,8,A
282.4,3552,4500,3218,5,A
574.8,7230,7053,4402,8,A
361.4,4546,5949,2925,6,A
293.9,3697,4250,2532,6,A
302.2,3801,3701,2669,5,A
217.2,2732,5489,925,5,A
367.9,4628,8060,2689,6,B
305.1,3838,4725,2072,5,A
314.6,3957,6020,2956,6,C
289.5,3641,8092,1866,4,A
464.7,5845,10856,5734,9,C
242.2,3046,3824,2722,6,A
332.8,4186,5060,2405,5,C
359.2,4518,4725,3335,5,B
317.5,3994,6850,2352,6,A
331.5,4170,7476,2876,5,A
250.7,3153,4783,945,5,B
320.8,4035,6180,2482,8,A
230.4,2898,4471,1000,5,A
245.8,3092,3266,1216,5,A
306,3849,4265,2458,6,B
271.8,3419,4725,2160,5,A
512.7,6449,4590,3726,8,A
301.5,3792,6715,2106,7,A
233.5,2937,4200,2052,5,A
307.2,3864,4400,2358,6,A
311,3912,5198,2330,7,B
326.3,4104,5868,3250,6,A
249.4,3137,4000,1542,4,A
369.2,4644,3589,3003,8,B
310.1,3901,5150,2252,6,A
227.3,2859,4545,1800,5,A
291.4,3665,4005,2880,6,A
327.3,4117,4725,2080,5,B
240.8,3029,4707,1025,5,A
238.5,3000,4000,1912,4,C
271.5,3415,3554,2000,5,C
301.4,3791,4000,3381,7,A
325.9,4099,3973,2260,6,B
371.4,4672,2996,2924,8,A
305.4,3841,5640,2675,6,A
396.4,4986,6433,4390,9,C
312.9,3936,4725,2273,6,A
501.8,6312,5150,3826,9,B
286.7,3606,4838,2965,4,A
273.7,3443,4005,2145,6,C
233.9,2942,4804,1065,5,A
252.5,3176,4000,2006,5,A
295.5,3717,3517,1989,6,A
305.8,3846,4000,3535,7,A
268,3371,4972,1331,6,A
313.6,3945,6625,3006,6,A
277.6,3492,3586,1984,5,A
311.9,3923,5100,2295,8,A
329.1,4140,6381,2044,5,A
389.6,4901,5513,3666,7,A
316.5,3981,6533,3320,5,A
278.9,3508,4000,2304,6,A
295.3,3714,5520,2504,5,A
398.2,5009,4400,2452,7,B
262.1,3297,4000,1970,5,A
320.7,4034,3479,2170,6,A
312.7,3933,4320,2316,7,C
238.9,3005,5063,925,5,A
336.2,4229,4136,2837,7,A
388.4,4886,5000,3360,9,A
273.8,3444,5173,2152,5,A
301.8,3796,5850,2704,6,A
539.8,6790,7310,4086,7,A
365,4591,4000,3021,6,C
327.8,4123,4000,2354,6,B
318,4000,6533,2656,6,C
254.1,3196,6383,2082,5,A
308,3874,3442,2344,7,A
229.7,2889,4620,1850,5,A
438.3,5513,5000,2604,6,A
299.3,3765,5310,1914,5,A
320.2,4028,6740,2800,6,A
255.7,3216,5163,1450,4,A
305,3836,5150,2978,7,A
239.4,3011,4000,2280,5,A
380.8,4790,3440,3144,7,B
252,3170,5326,1328,6,B
277.8,3494,4159,1966,5,A
308,3874,4000,2258,6,A
282.7,3556,4160,2202,6,A
348.6,4385,9000,3474,5,C
341.5,4296,4210,2050,6,B
238.3,2997,5394,1081,4,A
493.4,6206,6534,2878,7,B
503.2,6330,6480,4564,5,B
227.1,2856,4998,1616,4,A
259.9,3269,4160,3396,5,C
322.3,4054,3402,2222,6,C
228.2,2870,4000,1512,4,A
244.9,3080,5120,1908,5,A
307.3,3865,4200,2300,6,B
296,3723,5503,3070,6,A
351.2,4418,6180,2598,7,A
311.8,3922,3368,2244,6,A
208.7,2625,4697,1959,6,A
277.7,3493,5365,1505,7,A
317.7,3996,4976,1872,6,A
394.4,4961,10458,2802,8,C
318.6,4007,4000,2600,7,C
346.2,4355,4510,1984,8,B
344.9,4338,5877,2333,6,A
271.2,3411,7960,2120,4,A
305.2,3839,4160,2912,6,A
395,4969,6727,3142,7,B
333.4,4194,5835,2758,6,A
540.9,6804,6110,3636,7,A
552.8,6954,6000,4562,8,A
356.3,4482,4900,2660,7,C
257.4,3238,5850,2295,6,A
327.5,4119,5270,2547,6,A
406.7,5116,6375,3017,8,A
460,5786,6000,2836,9,A
235.2,2958,2805,1968,5,A
313.9,3948,5631,2218,6,A
226.2,2845,4000,1478,4,A
385.13,4844,6216,2860,7,B
278.3,3501,6618,2034,5,A
289.5,3641,4160,2076,6,A
286.8,3607,4160,2340,5,A
454.5,5717,6576,3168,10,A
322.4,4055,5547,2728,5,A
314.6,3957,7210,2674,6,C
328.2,4128,6371,2200,7,A
347.9,4376,6189,2871,7,C
307.4,3867,4160,3108,7,A
307.3,3865,7100,2156,5,A
635.5,7994,6000,4596,9,A
322.5,4057,4000,3061,7,A
321.3,4041,8810,2400,6,A
318.6,4007,9249,2464,7,A
259.6,3265,5144,2040,6,A
304.5,3830,4160,2435,7,A
287.9,3621,2800,2392,7,A
233.6,2938,2799,1948,5,A
446.4,5615,6000,2700,7,A
356.7,4487,6466,2790,6,A
370.3,4658,10895,2722,6,A
322.6,4058,2901,2018,7,B
564.8,7105,6000,4398,8,A
371.7,4675,4160,3082,8,A
335.9,4225,5432,2509,7,C
272.6,3429,3684,2008,5,A
286.9,3609,2100,2552,8,A
299,3761,6343,2694,4,A
304.2,3826,7842,2106,4,A
238.7,3002,6658,1529,4,A
230.6,2900,2800,1988,5,A
253.5,3189,3561,1978,5,A
425.3,5350,6000,2820,7,A
334.1,4202,4166,3274,9,A
591.8,7444,7442,5277,9,A
433.8,5457,6000,2580,8,A
325,4088,3168,2152,7,B
297.5,3742,3905,2203,7,A
264.6,3328,3083,2060,6,C
372.7,4688,9021,2632,8,C
716.4,9012,13251,6487,10,A
291.1,3662,4160,2720,6,A
294,3698,3600,2449,5,A
349.7,4399,10460,2544,6,A
563.7,7091,6000,4116,8,A
364,4579,10050,2524,9,A
302.9,3810,6690,1592,5,A
280.3,3526,5600,1761,4,A
230.9,2904,3215,1992,5,A
534.5,6724,6109,4105,8,A
235.2,2958,2800,2156,5,A
300.4,3779,5051,2130,7,A
316.1,3976,8053,2088,5,A
310.1,3901,4417,3160,8,A
498.5,6271,6000,3118,6,B
425.1,5347,6000,2820,7,A
396.6,4989,5590,2815,9,A
372.2,4682,9208,3494,7,A
317.5,3994,8250,2276,6,A
576.9,7257,6000,4530,8,A
349.4,4395,6300,2472,6,C
564.8,7105,6000,4398,8,A
261.7,3292,4226,2114,5,A
364.8,4589,6466,2444,6,A
368.7,4638,8450,2736,8,A
259.7,3267,3178,2464,6,A
390.5,4912,6000,2700,7,A
289.5,3641,4080,2680,6,C
380.7,4789,8330,3030,8,B
416.4,5238,6000,2700,9,A
289,3635,4124,2496,6,A
572.9,7207,6000,4398,8,A
369.4,4647,4800,2666,6,B
284.3,3576,2833,2384,7,A
314.9,3961,3748,3067,6,C
338.9,4263,5000,2700,7,A
226.4,2848,2965,2000,5,A
294.5,3704,9100,2060,5,A
318.4,4005,4630,2314,7,A
268,3371,4000,2742,6,C
302.8,3809,4116,2655,6,A
317.6,3995,6400,2506,7,A
330,4151,6020,2725,7,A
294.4,3703,2989,2100,6,A
423.1,5322,6427,2860,7,A
395.7,4977,6000,2820,7,A
405.4,5099,7693,2208,6,A
310.3,3903,4800,2367,6,A
445.7,5606,6001,2952,7,A
726.1,9134,7544,5070,10,A
297.7,3745,3564,2369,6,A
362.4,4558,7300,2995,7,A
295.6,3718,5879,1821,5,A
288.8,3633,5418,2202,6,A
281.2,3537,4650,2098,8,A
303.5,3818,4572,2572,6,A
381.9,4804,3964,2964,7,B
351.5,4421,9100,2635,7,A
267.9,3370,3689,2020,5,A
289.3,3639,4979,2091,6,A
472.4,5942,4800,4715,10,B
455.9,5735,6000,2900,7,A
290.4,3653,4535,1961,6,A
237,2981,4051,1760,5,A
297.6,3743,5040,2210,5,A
370.4,4659,12330,2380,5,B
364.5,4585,4000,2556,7,B
346.7,4361,7210,3104,6,A
275.8,3469,3239,2298,5,A
309.8,3897,4946,2495,6,A
258.2,3248,2600,1616,5,A
277.8,3494,5368,2400,4,A
331.9,4175,4772,2052,7,A
297.3,3740,4371,2688,6,A
304.2,3826,7260,2706,6,A
304.1,3825,4480,2507,6,A
378.8,4765,6000,2851,6,A
353.6,4448,4827,2799,7,A
341,4289,4595,2230,6,A
414.2,5210,6000,2724,7,A
284,3572,2600,1624,5,B
353.6,4448,4467,2686,5,A
289.3,3639,4336,2480,7,A
367.7,4625,7661,1866,7,B
265.2,3336,5164,1808,5,A
311.4,3917,4461,2248,6,A
481.8,6061,9296,3274,9,A
423.9,5332,4820,3200,8,B
274.1,3448,4816,2300,5,A
300.6,3781,4342,3235,8,A
338.5,4258,5986,3360,7,A
328.1,4127,6400,2278,6,A
415,5220,6000,3222,8,A
325,4088,9714,3036,8,A
289.1,3636,6000,2532,5,A
291.7,3669,2806,2004,5,C
419.3,5274,7956,2637,7,A
512.8,6451,11382,3840,7,A
425.3,5350,6303,2820,7,A
242.1,3045,1885,1825,7,A
433.7,5455,9336,2772,5,A
320.5,4031,4816,2964,7,A
255.3,3211,4273,1864,5,A
378.3,4759,9331,3451,10,A
304.4,3829,4400,2215,7,A
317.5,3994,5200,2234,5,B
287.4,3615,4896,3024,6,A
355,4465,9331,2522,6,A
283.8,3570,4235,2339,6,A
306.5,3855,3699,1903,7,C
458.4,5766,9100,3009,7,B
288.8,3633,9331,1656,4,A
318.6,4007,4816,2013,7,A
303.1,3813,4522,2048,6,A
316.1,3976,4550,2820,7,A
449.6,5655,6000,3486,8,A
311,3912,9331,1656,4,A
355.8,4475,4000,2510,7,A
377.2,4745,6000,2548,7,A
296.7,3732,7088,1656,4,A
328.6,4133,3929,2575,7,A
320.5,4031,3600,2437,6,C
296.5,3729,4355,3118,7,A
459.6,5781,12116,3245,7,A
360.2,4531,4649,2682,7,A
306.3,3853,5378,2158,7,C
363.8,4576,5194,2779,7,A
430.3,5413,8840,2989,8,A
573.7,7217,8742,3833,10,A
310.4,3904,6525,2585,7,A
285.3,3589,3856,2112,7,A
357.4,4496,4000,3954,7,C
301.9,3797,6382,2470,6,A
364,4579,6000,3628,10,C
451.5,5679,6000,3856,9,B
534,6717,5852,3976,8,A
329.6,4146,5355,2204,6,A
310.5,3906,2275,2760,8,B
326.9,4112,4163,3019,7,A
366.2,4606,3584,2823,9,A
268.1,3372,2275,2821,6,A
450.1,5662,7312,2948,7,A
336.2,4229,7196,2776,6,A
359.1,4517,5577,2573,9,A
496,6239,6483,3165,8,A
435.8,5482,6000,2814,8,A
285.8,3595,3256,2513,6,A
435.4,5477,12679,4236,9,C
408.5,5138,6000,2966,8,A
336.1,4228,9100,2050,6,A
327.4,4118,6697,2317,7,A
276.2,3474,4464,1776,4,A
443.1,5574,9377,2782,7,C
297.8,3746,8307,1810,5,A
363.7,4575,6059,3401,6,C
472.6,5945,8520,3557,10,B
348.3,4381,3400,2540,9,A
510.3,6419,4550,4034,8,A
247.2,3109,4883,2192,4,A
370.3,4658,10400,3008,6,A
440.3,5538,7750,3236,9,A
292.5,3679,5464,2476,6,C
543.5,6837,6000,4392,7,A
475.2,5978,7831,2844,8,A
327.3,4117,9551,2964,6,A
404.6,5089,6000,3352,6,A
300.1,3775,5675,2614,6,A
425.6,5354,9576,2604,5,B
275.8,3469,2277,2262,6,A
372.3,4683,9100,3084,6,A
380.9,4791,6458,3000,4,C
498.7,6273,7984,3482,10,C
404.6,5089,11651,2684,7,A
304.1,3825,5433,2304,6,A
466.9,5873,8720,3216,6,A
291.1,3662,10400,3203,8,A
299.5,3767,3075,1888,6,C
315.7,3971,2691,2184,6,B
406.1,5108,5343,2978,7,B
294.2,3701,6289,2194,6,A
468.7,5896,9100,3216,6,A
297.4,3741,3218,2181,6,A
304.9,3835,2841,2192,6,A
413.8,5205,6000,3155,8,A
378.9,4766,9118,3526,6,A
386.1,4857,4600,2786,7,B
528.2,6644,6454,3038,8,B
416.9,5244,8930,2304,5,C
486.3,6117,9100,3216,9,A
381.1,4794,10380,2780,6,B
341.1,4291,5822,2382,6,A
241.8,3041,5230,1836,5,A
269.5,3390,3716,2598,4,A
262.8,3306,6913,1722,5,A
334.7,4210,6269,2764,6,A
356.6,4486,6000,2204,6,A
602.5,7579,8031,4842,7,A
376.2,4732,6692,2412,5,A
346.8,4362,5496,2338,6,A
382.9,4816,4400,1664,6,A
284.2,3575,3403,3100,5,A
288.5,3629,2669,3303,6,C
410.9,5169,8325,3190,6,C
351.7,4424,6600,2551,7,A
427,5371,4080,4374,6,A
279.5,3516,3835,2442,5,A
273.6,3441,4888,2430,5,A
334.8,4211,8414,2320,6,B
378.9,4766,7782,2644,8,A
251.1,3158,4098,1960,5,A
309.6,3894,5975,2366,5,A
478.7,6022,10400,3010,7,B
271.1,3410,6971,1440,4,A
384.3,4834,6000,2918,7,A
306,3849,4950,2338,5,A
304.3,3828,3710,1873,8,A
253.8,3192,3675,1732,5,A
283.7,3568,6533,2200,5,A
294.3,3702,4160,1964,5,B
501.8,6312,10400,3670,7,B
730.3,9187,5818,6180,9,A
281.6,3542,3086,2331,7,C
423.5,5327,6840,3687,8,B
286.7,3606,4241,2400,6,A
332.2,4179,6292,2304,6,B
381,4792,6700,2366,8,A
481.8,6061,8727,3953,7,B
369.6,4649,6948,2658,6,A
338.2,4254,5825,2322,6,B
270.7,3405,3280,1902,5,B
398.8,5016,6000,3320,8,A
537.5,6761,10400,4198,8,C
462.9,5823,8720,3182,6,A
469.5,5906,9100,3216,8,A
285.2,3587,5409,1950,5,A
353.1,4442,8450,2766,7,A
344.7,4336,7242,2255,8,A
271.2,3411,3200,1857,6,A
313.4,3942,4050,2536,6,A
347.225,4368,5006,2602,8,C
342.1,4303,6518,2359,6,A
401.6,5052,10103,2566,6,B
277,3484,3495,3066,6,A
439.8,5532,8048,3393,8,B
348.1,4379,7680,2383,5,C
290.7,3657,4225,2384,6,A
372.7,4688,9408,2222,6,A
226.265,2846,4815,2208,5,B
280,3522,4600,1861,6,A
334.4,4206,3200,1796,7,B
412.7,5191,7000,3248,8,A
440.1,5536,4712,4224,9,A
302.9,3810,5759,2424,6,A
632.4,7955,5368,6184,9,A
365.6,4599,14200,2812,5,A
381.9,4804,5720,2544,7,A
333.4,4194,11013,2645,6,A
254.8,3205,3685,1830,5,A
298.5,3755,3200,2102,7,B
353,4440,7617,2424,6,A
317.8,3997,6004,3235,7,A
333.8,4199,4913,2310,6,A
314.7,3958,8612,2430,6,C
354.2,4455,8450,2812,7,A
429.2,5399,7156,3414,10,A
292.3,3677,9391,1989,5,A
365,4591,9334,2888,6,A
324.1,4077,5668,3263,7,C
307,3862,5606,2496,6,A
275,3459,6778,1649,5,A
368.1,4630,4965,2954,6,C
331.9,4175,8530,2262,6,A
315.3,3966,8040,1756,6,A
332.9,4187,4250,2622,8,A
354.9,4464,3200,3653,7,B
266.4,3351,5522,1266,6,C
258.6,3253,4052,1654,4,A
482.8,6073,5832,3268,7,A
298.6,3756,3928,2460,6,A
352.6,4435,5304,2994,7,A
365.8,4601,10354,3048,6,A
415.1,5221,6460,3084,9,B
432.8,5444,10400,3484,9,B
307.9,3873,3914,2026,8,A
298.1,3750,4052,2463,6,B
431.3,5425,23115,2448,6,A
270.6,3404,4550,2374,6,A
315.9,3974,6821,1394,7,A
599.1,7536,4968,5076,10,A
470.8,5922,6070,4028,7,B
303.3,3815,5931,2707,6,A
334.5,4208,5652,2643,6,A
346.8,4362,8415,2650,5,A
377.6,4750,7077,2487,9,A
438.9,5521,7400,2900,6,A
279.1,3511,8527,1700,5,C
247.8,3117,3300,1818,5,A
404.7,5091,6066,2526,8,A
323.5,4069,4171,3239,8,B
346,4352,10400,2304,6,A
332.8,4186,6016,1912,6,A
412,5182,6067,3153,9,B
319,4013,6576,2726,6,A
388.1,4882,4840,2928,5,A
384.6,4838,10400,2811,8,A
308.3,3878,4137,2940,8,A
345.4,4345,6067,2190,7,A
317.2,3990,5559,2220,6,A
409.6,5152,5431,3684,8,C
378.7,4764,6500,4040,10,B
773.5,9730,7449,6960,12,A
318.4,4005,3300,2447,6,A
294.3,3702,6500,2348,6,A
319,4013,4514,2988,6,A
545.4,6861,4968,3909,7,A
593.4,7464,7196,4531,8,A
353.7,4449,5552,3601,7,A
388.9,4892,3700,2456,7,A
279.5,3516,5729,1920,5,A
297.6,3743,10305,1726,4,A
335.3,4218,5610,3036,6,C
341.2,4292,5000,2058,6,C
328.9,4137,6600,2446,7,A
357.4,4496,3364,2717,6,A
282.5,3553,4013,2736,6,A
229.1,2882,3620,1996,5,C
333,4189,5900,2880,5,C
333.7,4197,3737,2686,7,A
530.6,6674,5076,3900,7,A
468.3,5891,13065,2880,7,A
448.3,5639,6799,2708,7,C
252.3,3173,5203,1896,5,A
388.9,4892,4293,2778,6,C
374.1,4706,5387,3086,6,C
442.1,5561,5500,2528,7,C
569.2,7160,7000,4732,8,B
265.6,3341,4639,2062,5,A
279.6,3517,3043,1926,7,A
339.4,4269,3442,2488,7,C
302.9,3810,3854,2722,6,A
397.7,5003,6427,2758,7,A
269.3,3387,4200,1814,6,B
356.1,4479,7120,2326,6,B
228.7,2877,3760,2118,5,A
363.2,4569,6600,2916,7,A
281.7,3543,6920,2610,6,A
401.4,5049,9230,2487,7,A
507.9,6389,4968,3620,7,A
327.1,4114,5850,2447,5,A
283.3,3563,4059,2609,6,A
272.3,3425,5400,2132,5,A
355.8,4475,4500,2389,7,C
373.6,4699,9344,2768,6,B
552.2,6946,6932,4436,7,A
328.1,4127,4147,3410,5,B
280.1,3523,4013,2372,6,C
394,4956,6600,2502,6,A
343.4,4319,6106,2598,7,A
544.4,6848,4968,3769,7,A
304.8,3834,9368,2164,5,A
347.5,4371,6346,2242,5,B
296.3,3727,7800,1944,5,A
266,3346,4026,2520,6,A
514.4,6471,11232,4176,8,C
299.7,3770,5525,2626,7,A
269.5,3390,4585,1944,5,A
341.8,4299,9230,3289,7,B
518.3,6520,7877,3644,9,B
395.5,4975,4714,3072,6,C
296.6,3731,4500,2296,6,C
300.6,3781,5588,2437,6,C
323.6,4070,4050,1910,6,A
476,5988,12180,3591,8,B
267.3,3362,3704,1748,5,A
298.3,3752,4400,2339,5,A
383,4818,4764,3753,6,C
359.5,4522,6600,2732,6,A
282.8,3557,3750,2286,6,A
354.8,4463,5063,2549,7,A
365.3,4595,6624,2635,5,B
290.1,3649,4527,2142,6,A
541.1,6807,7616,4442,8,A
399.8,5029,13865,3192,8,B
381.9,4804,5841,2661,7,A
469.3,5903,5500,2976,8,B
300,3774,4780,2072,7,A
393.4,4948,7104,3729,7,A
276.7,3480,3750,2263,5,A
277.2,3487,4680,1788,5,A
266.2,3348,4127,2364,6,A
550.5,6925,5400,5032,7,A
410,5157,6391,3208,7,A
318.4,4005,4050,2570,8,A
307,3862,6399,2220,6,A
272.9,3433,4523,3188,4,A
376.8,4740,4960,2634,7,B
305.5,3843,5980,2696,6,A
415.4,5225,5681,3052,8,A
337.8,4249,5750,2749,7,C
459.4,5779,12960,2561,7,A
632.8,7960,7498,4481,8,A
496.1,6240,6832,3334,7,A
233.6,2938,3600,1904,5,B
286.3,3601,10400,1780,5,A
303.3,3815,5536,3003,6,B
284.6,3580,4818,2243,6,A
386.2,4858,5400,2876,8,A
490.8,6174,6022,2604,8,A
284.9,3584,4144,2368,6,A
350.2,4405,5484,2754,8,A
347.8,4375,6124,2256,8,A
389.6,4901,6600,3084,7,A
506.2,6368,7800,3354,7,A
321.5,4044,4935,2270,6,A
295,3711,5407,2273,6,A
303.5,3818,5214,2256,7,A
288.1,3624,5603,2063,5,C
314.2,3952,5782,3264,7,A
356.1,4479,6790,2525,6,B
407.9,5131,4010,3174,8,B
358.6,4511,4080,2768,8,A
496.1,6240,9858,4612,12,A
475.5,5981,5669,4108,8,B
298.4,3753,4068,2988,5,C
338.1,4253,5569,2551,6,A
339.2,4267,5663,2247,6,A
308.4,3879,4554,1880,7,A
440.1,5536,14146,2792,6,B
594.6,7480,6881,4171,8,A
460.8,5796,13059,2053,6,A
314.7,3958,6735,2732,8,A
320.4,4030,4864,2468,6,B
351.5,4421,6918,2756,7,A
448.4,5640,11973,4240,5,B
316.5,3981,4250,2524,6,B
505.4,6357,7800,3359,7,A
456.1,5737,8088,2346,6,C
366.9,4615,5656,2342,7,A
278.5,3503,4046,2480,5,A
318.3,4004,5087,2568,6,A
351.8,4425,6600,2786,6,A
385.3,4847,6382,2949,7,A
419.4,5276,6024,2743,9,A
294.3,3702,6119,2244,6,A
414.7,5216,4968,2796,7,B
581.8,7319,9020,5196,10,A
591.8,7444,7465,3908,8,A
507.4,6383,7800,3463,8,A
325.1,4089,7220,1992,5,C
292.5,3679,4422,2725,6,C
621.6,7819,8106,2946,11,A
289.1,3636,5445,2520,7,C
423,5321,9451,2811,8,C
317.5,3994,5323,2335,6,A
313.4,3942,6036,2244,5,C
343.9,4326,5651,3384,7,A
378.2,4757,3672,2609,8,B
337.4,4244,6600,2447,7,A
351.2,4418,9136,2428,7,A
350.6,4410,5899,2810,7,C
308.7,3883,3788,2184,7,A
337.1,4240,5732,2874,6,A
431.3,5425,10259,3040,8,B
311.7,3921,6600,2448,6,A
292.3,3677,4000,2591,7,A
237.5,2987,4020,1832,5,A
417.1,5247,6694,3216,8,C
502.6,6322,4954,3458,6,A
305.1,3838,6314,2612,6,A
304.5,3830,4305,2880,7,A
343.2,4317,5565,2748,6,C
350.9,4414,8116,2726,8,A
655.3,8243,7387,5106,8,A
383.3,4821,6036,3029,7,B
252,3170,4242,2036,5,C
396.5,4987,7480,3080,7,A
322.1,4052,4875,2409,6,C
397.2,4996,12376,2522,6,C
339.2,4267,5879,3144,6,C
295.4,3716,6338,2140,6,A
455.6,5731,5220,3123,8,A
272.9,3433,4698,2200,5,A
655.5,8246,7397,5106,8,A
291.3,3664,7157,2571,6,C
310.6,3907,4355,2476,6,B
230.1,2894,3990,1860,5,A
372.7,4688,6858,2411,8,A
275.6,3467,6575,1676,4,A
307.7,3870,4800,2235,5,A
377.8,4752,6600,2498,6,A
352.6,4435,4921,2452,7,A
425.2,5349,13200,2788,6,A
373.8,4702,4891,2604,7,A
410.4,5162,8226,2551,7,C
313.8,3947,5261,3123,7,C
378.2,4757,9030,2456,7,A
370.3,4658,7206,3026,6,A
303.1,3813,5962,2196,7,A
359.9,4527,7796,3085,8,C
330.2,4153,5097,2420,6,A
323.1,4064,5656,2336,7,A
364.6,4586,6858,1938,7,A
340.3,4280,8500,2952,5,A
421.3,5299,5274,3240,7,B
